,Trainsize,MAE,Std
0,250,,
1,500,8.688557511307817,5.957561778937858
2,1000,4.20482178199381,0.10474142629749723
3,2000,3.831766173719857,0.07705960121890186
4,4000,3.4440558578421587,0.08420561407407298
