,Trainsize,MAE,Std
0,250,111973357076491.12,223946714150644.7
1,500,5.73986418593213,0.8177814374096357
2,1000,4.291458064660853,0.1980095430010318
3,2000,3.722473717166543,0.17953726595923392
4,3337,3.321248483871719,0.15695564190674371
