,Trainsize,MAE,Std
0,250,352.03481629805526,636.1478439037649
1,500,8.72980825816633,3.4966406846498934
2,1000,5.417683127164648,0.12978987430996233
3,2000,4.9102246125125415,0.09742979869817674
4,3840,4.272144365807826,0.09665293375736861
