,Trainsize,MAE,Std
0,250,10.540233251368772,7.3022242195620155
1,500,3.84026314653784,0.13442128363915742
2,1000,3.484883104214133,0.18418082373638472
3,1015,3.472945362287745,0.19309550375502207
