,Trainsize,MAE,Std
0,250,439.1770272254138,822.5533006513858
1,500,4.313326728747365,0.1337494695446863
2,1000,3.730122227525341,0.0655836953431764
3,2000,3.3059097611856054,0.04323210214774717
4,3264,2.9821132051108625,0.03580881247422137
