,Trainsize,MAE,Std
0,250,7.934085758832016,0.6455033532471622
1,500,5.227363537240455,0.32697273724936426
2,1000,4.222343975117093,0.2240404205349407
3,1311,4.014923907347189,0.23825902517187084
