,Trainsize,MAE,Std
0,250,58.85675881915331,82.03686922099972
1,500,4.593059914106767,0.14441851576094678
2,1000,4.162663776470622,0.10554251050482161
3,2000,3.6618383233351297,0.1023901876149137
4,2496,3.5161975408012793,0.12773661161940283
