,Trainsize,MAE,Std
0,250,124.51694502914214,195.48491645961317
1,500,6.430836037649806,0.9088914400235744
2,1000,4.828856071610093,0.042077404378623146
3,2000,4.436690659997103,0.04252465073008292
4,4000,3.8850812236397125,0.09274825646526667
