,Trainsize,MAE,Std
0,250,7.85132629408628,2.2594227126567925
1,500,5.349614035187636,0.3952554545015468
2,1000,4.757910719965204,0.4611187613324124
3,1109,4.697122373349201,0.41262979051230814
