,Trainsize,MAE,Std
0,250,inf,
1,500,6.32487045779842,0.11990433517859247
2,1000,5.503575436630375,0.17951003790175638
3,2000,4.967415607577935,0.07906540502963272
4,3936,4.291410367610787,0.1330774647535734
