,idx,Predval
0,285,-0.1697998046875
1,164,-1.665283203125
2,1183,2.0625
3,1233,7.23675537109375
4,72,-3.55792236328125
5,1195,1.7645263671875
6,1045,-2.378173828125
7,1321,-0.723388671875
8,1307,2.341552734375
9,886,8.124755859375
10,309,7.751953125
11,522,4.106201171875
12,262,-1.300537109375
13,1033,0.274658203125
14,1039,-9.858642578125
15,988,1.40985107421875
16,1181,3.45458984375
17,390,-0.08154296875
18,1080,4.0908203125
19,612,1.99981689453125
20,1071,-2.022216796875
21,14,-0.793212890625
22,1304,-4.12744140625
23,542,-0.7679443359375
24,836,-1.095703125
25,721,4.771484375
26,1115,-1.2587890625
27,1055,-0.83349609375
28,465,-4.16455078125
29,838,-7.19384765625
30,69,-1.16461181640625
31,668,-0.673828125
32,240,-3.048828125
33,847,0.34326171875
34,995,-3.125732421875
35,341,1.27490234375
36,263,-4.071533203125
37,1154,1.5635986328125
38,627,1.2197265625
39,1087,-5.769287109375
40,375,-1.488037109375
41,645,2.169921875
42,848,1.583251953125
43,678,-4.40802001953125
44,434,-0.212890625
45,812,5.92852783203125
46,29,1.412109375
47,1256,-1.96484375
48,808,1.60791015625
49,1102,-0.5089111328125
50,899,-3.64599609375
51,384,2.20172119140625
52,1210,1.94281005859375
53,1175,0.98388671875
54,478,-2.484130859375
55,7,-6.7392578125
56,916,-1.03271484375
57,698,-1.32080078125
58,297,-1.03814697265625
59,151,-4.497802734375
60,60,-2.1785888671875
61,167,0.0439453125
62,617,-0.193359375
63,874,0.18359375
64,492,-5.355712890625
65,44,0.150634765625
66,1104,0.19189453125
67,1182,-3.28009033203125
68,516,2.223388671875
69,882,5.5595703125
70,102,-0.19488525390625
71,751,-0.01666259765625
72,258,1.00244140625
73,265,-3.7666015625
74,415,4.436767578125
75,27,4.1572265625
76,106,3.031982421875
77,544,5.763427734375
78,854,2.92626953125
79,652,-1.5322265625
80,366,-1.076171875
81,513,6.5703125
82,813,-6.9296875
83,951,-0.11138916015625
84,623,-0.7884521484375
85,1201,1.0230712890625
86,389,1.5654296875
87,737,4.818359375
88,136,-3.878662109375
89,173,1.098876953125
90,1061,-1.444091796875
91,793,5.28179931640625
92,1323,1.693359375
93,1298,-2.97515869140625
94,475,0.93572998046875
95,21,4.35614013671875
96,463,4.86328125
97,1119,-2.07574462890625
98,1085,-2.35986328125
99,30,3.15936279296875
100,194,0.467041015625
101,1279,1.644775390625
102,1004,-10.251953125
103,1002,2.3472900390625
104,1192,4.20556640625
105,908,-0.81103515625
106,186,-3.892578125
107,472,-1.72918701171875
108,709,2.6729736328125
109,358,0.1669921875
110,687,0.0263671875
111,215,7.004150390625
112,1052,-1.12396240234375
113,188,0.759765625
114,1026,3.66705322265625
115,328,0.23046875
116,367,0.453125
117,590,-4.83197021484375
118,126,-6.6650390625
119,279,-5.342041015625
120,514,-0.102783203125
121,58,-9.1669921875
122,145,-2.528076171875
123,545,-7.078125
124,1049,-0.451416015625
125,13,1.83465576171875
126,432,0.898681640625
127,725,-3.96527099609375
128,1252,-1.625
129,1315,-0.4111328125
130,626,-4.43505859375
131,921,0.208251953125
132,1278,-0.630615234375
133,621,-2.2525634765625
134,1149,-0.3330078125
135,982,-3.469482421875
136,704,-1.55584716796875
137,403,-4.92236328125
138,1074,-3.29595947265625
139,178,10.7294921875
140,441,-2.0634765625
141,543,-5.29345703125
142,1003,-2.4176025390625
143,68,-2.319091796875
144,996,3.732666015625
145,51,-3.9000244140625
146,1247,1.621337890625
147,107,-2.75048828125
148,1001,1.841796875
149,614,1.113037109375
150,1064,-1.96527099609375
151,671,3.25732421875
152,1228,3.46923828125
153,1305,4.57568359375
154,563,-3.34814453125
155,761,1.919921875
156,1274,-3.78570556640625
157,458,-5.52655029296875
158,1189,6.2626953125
159,1288,0.5126953125
160,207,-3.607177734375
161,1027,3.3564453125
162,128,4.1328125
163,840,2.29443359375
164,1272,4.27978515625
165,573,0.68316650390625
166,397,-5.296630859375
167,191,2.7265625
168,67,-2.035400390625
169,89,2.354248046875
170,938,0.566650390625
171,459,3.1298828125
172,1248,3.2364501953125
173,1225,0.26025390625
174,777,-2.53173828125
175,676,3.2353515625
176,410,0.97314453125
177,300,-0.84619140625
178,939,-5.86724853515625
179,1113,-0.411865234375
180,1306,-1.50390625
181,1312,2.91064453125
182,857,3.932861328125
183,966,2.400390625
184,935,-3.35205078125
185,487,-2.9920654296875
186,332,-1.752685546875
187,134,4.52001953125
188,689,1.88226318359375
189,553,-2.0426025390625
190,594,-1.755126953125
191,486,-1.82598876953125
192,636,-5.1124267578125
193,509,-1.214599609375
194,2,1.02227783203125
195,1202,-0.171630859375
196,666,8.1220703125
197,1051,9.652587890625
198,964,-10.15869140625
199,990,-1.451904296875
200,414,-2.0152587890625
201,1156,-1.55419921875
202,732,-1.9326171875
203,232,-1.589599609375
204,1300,-2.23974609375
205,1258,-5.299560546875
206,122,4.400146484375
207,1176,2.3211669921875
208,195,6.75994873046875
209,319,-0.23046875
210,883,-8.289794921875
211,950,-1.998779296875
212,127,-0.609375
213,187,7.3896484375
214,53,-0.98358154296875
215,1165,8.111328125
216,261,-3.5380859375
217,423,3.18701171875
218,673,-1.0478515625
219,1266,6.4775390625
220,1023,1.72265625
221,119,-4.41796875
222,1034,-0.60284423828125
223,906,-2.327880859375
224,885,0.4111328125
225,875,-1.445556640625
226,15,-2.27813720703125
227,305,0.95361328125
228,1138,3.27264404296875
229,850,-10.90576171875
230,577,0.875
231,1178,11.66796875
232,889,2.12115478515625
233,1289,2.22412109375
234,733,-0.40869140625
235,558,1.7210693359375
236,275,-0.28271484375
237,807,-1.75750732421875
238,891,6.704833984375
239,336,-0.4423828125
240,201,4.68212890625
241,1037,0.450927734375
242,419,-2.12353515625
243,852,-1.104736328125
244,1129,2.302001953125
245,1200,-6.31982421875
246,193,-0.00225830078125
247,158,-4.154541015625
248,693,-3.1058349609375
249,839,-4.49755859375
250,897,5.1583251953125
251,912,-2.25689697265625
252,967,-2.6083984375
253,1069,-9.27001953125
254,843,2.1884765625
255,574,4.146484375
256,1018,0.46539306640625
257,974,0.25146484375
258,172,0.37646484375
259,170,-2.174072265625
260,324,0.48236083984375
261,1249,0.98919677734375
262,892,-2.2978515625
263,918,-4.10791015625
264,229,1.6251220703125
265,797,-4.9498291015625
266,1057,2.49176025390625
267,1217,2.28369140625
268,368,2.39111328125
269,637,-3.23828125
270,289,3.81201171875
271,657,1.93310546875
272,984,-4.9619140625
273,1214,0.274658203125
274,311,0.67431640625
275,1240,-2.134765625
276,1229,-1.5439453125
277,1016,-1.373046875
278,1128,-0.360595703125
279,356,-4.491943359375
280,568,-1.470703125
281,272,-3.32403564453125
282,786,1.27880859375
283,1,6.400390625
284,343,7.173583984375
285,217,0.127197265625
286,667,-0.7392578125
287,497,4.0772705078125
288,462,-5.788330078125
289,160,5.399169921875
290,787,-0.20654296875
291,985,1.6376953125
292,204,0.650390625
293,26,1.63128662109375
294,313,7.244140625
295,742,-1.398681640625
296,1131,-0.2734375
297,457,-0.765625
298,33,-0.54296875
299,149,8.23834228515625
300,855,0.06005859375
301,138,-15.49365234375
302,481,-9.8233642578125
303,1157,1.599853515625
304,114,12.096923828125
305,1257,-0.392333984375
306,1222,3.361572265625
307,129,-1.3466796875
308,203,-5.8265380859375
309,1207,1.37890625
310,41,-2.8212890625
311,349,-0.4296875
312,417,0.2073974609375
313,1282,0.484375
314,231,-2.02838134765625
315,298,2.9853515625
316,1277,1.9090576171875
317,893,-8.202880859375
318,527,1.1986083984375
319,1205,-3.635009765625
320,101,-1.74267578125
321,398,4.47283935546875
322,1253,-0.8538818359375
323,52,5.618408203125
324,241,1.5234375
325,0,-0.54815673828125
326,1224,-0.08349609375
327,212,1.63525390625
328,962,-4.87841796875
329,396,-1.09783935546875
330,493,-1.9703369140625
331,83,-4.79248046875
332,526,1.455322265625
333,727,5.64306640625
334,656,1.3956298828125
335,535,0.06005859375
336,925,-0.703857421875
337,661,-7.7938232421875
338,97,1.93505859375
339,444,-0.97540283203125
340,796,3.94073486328125
341,575,7.5
342,1130,-2.61962890625
343,1008,1.2548828125
344,809,-0.383056640625
345,987,2.166015625
346,662,3.19140625
347,3,-0.14630126953125
348,87,-0.19158935546875
349,320,1.589599609375
350,1028,-0.549072265625
351,454,-1.762451171875
352,460,-1.073486328125
353,1160,-2.116455078125
354,679,-0.925048828125
355,805,0.463134765625
356,907,6.52294921875
357,1015,3.53515625
358,712,0.08837890625
359,211,9.95965576171875
360,726,-0.811279296875
361,234,0.42578125
362,1251,2.826416015625
363,1068,-2.2548828125
364,1264,0.91436767578125
365,1293,4.8125
366,140,-2.09814453125
367,508,-7.257080078125
368,695,7.474609375
369,779,4.461181640625
370,174,-0.90478515625
371,251,-1.92572021484375
372,756,-2.38958740234375
373,1294,-1.361328125
374,93,-1.12811279296875
375,734,2.114013671875
376,867,0.16259765625
377,71,-0.590087890625
378,19,-0.81396484375
379,1117,-6.189453125
380,564,-1.16455078125
381,956,1.33319091796875
382,1127,0.86279296875
383,633,2.331787109375
384,468,0.3223876953125
385,449,-1.929443359375
386,35,0.4453125
387,464,0.5850830078125
388,292,-2.69580078125
389,559,-2.81005859375
390,604,-2.23516845703125
391,914,0.688232421875
392,519,-2.476318359375
393,817,-4.63006591796875
394,555,-0.086181640625
395,437,0.1431884765625
396,223,3.883544921875
397,801,4.6513671875
398,534,-7.48046875
399,278,1.676513671875
400,1287,-1.2841796875
401,1094,0.14111328125
402,560,-0.95947265625
403,648,5.9462890625
404,690,-0.18408203125
405,606,0.603515625
406,219,-13.796875
407,485,3.3968505859375
408,346,-1.02874755859375
409,1089,-1.0537109375
410,767,9.6650390625
411,556,-2.34326171875
412,82,1.083740234375
413,1260,2.8001708984375
414,993,-2.686279296875
415,977,-0.396484375
416,762,1.9273681640625
417,135,0.9466552734375
418,255,6.73046875
419,705,-1.692626953125
420,1276,-1.66790771484375
421,1285,-2.734619140625
422,859,-0.788330078125
423,1137,7.11480712890625
424,724,4.122314453125
425,1173,-1.8831787109375
426,95,-0.65185546875
427,411,-10.302490234375
428,952,-2.693359375
429,185,-0.12109375
430,8,-1.01318359375
431,720,5.65081787109375
432,1166,-8.34521484375
433,782,-0.8095703125
434,611,-0.2314453125
435,400,0.748046875
436,222,2.174072265625
437,580,1.4228515625
438,79,-9.93359375
439,871,0.73052978515625
440,49,1.34619140625
441,803,0.27392578125
442,322,-4.0673828125
443,844,4.79248046875
444,538,-5.26953125
445,940,-3.94305419921875
446,1017,-2.3017578125
447,841,-5.326171875
448,443,-0.4453125
449,729,-2.42626953125
450,703,1.7841796875
451,24,2.376708984375
452,376,3.39239501953125
453,388,-2.244873046875
454,730,-1.10888671875
455,246,-0.899658203125
456,248,0.60418701171875
457,853,3.535400390625
458,1121,2.6771240234375
459,361,-2.59765625
460,1088,-4.6572265625
461,700,0.677978515625
462,1267,-4.716064453125
463,659,4.008056640625
464,824,-1.10479736328125
465,599,-0.44580078125
466,54,0.25732421875
467,268,-4.505615234375
468,898,-1.1591796875
469,701,-8.1103515625
470,1152,2.77783203125
471,1281,-0.98370361328125
472,46,0.662109375
473,979,2.15673828125
474,386,2.13006591796875
475,413,2.5439453125
476,92,6.853271484375
477,1139,-2.646240234375
478,1044,-2.9912109375
479,205,-8.2216796875
480,253,-0.03515625
481,404,-2.4658203125
482,1007,-0.7000732421875
483,1116,-5.85076904296875
484,1053,3.081787109375
485,416,-10.033935546875
486,377,-4.37213134765625
487,284,-4.9384765625
488,1325,3.23193359375
489,960,-4.46044921875
490,440,1.655029296875
491,758,0.37451171875
492,4,-2.38916015625
493,271,-2.606201171875
494,73,-4.53369140625
495,96,-5.821533203125
496,120,0.9130859375
497,237,-1.93994140625
498,360,-1.12890625
499,66,-0.1298828125
500,385,5.599365234375
501,380,-3.9736328125
502,890,4.610595703125
503,338,-0.1416015625
504,1268,2.3765869140625
505,991,-1.80596923828125
506,905,-3.0921630859375
507,315,-3.17718505859375
508,350,-7.498291015625
509,904,1.001953125
510,198,-0.6796875
511,339,-0.04541015625
512,983,3.77685546875
513,629,-1.1669921875
514,334,-2.3701171875
515,17,-4.6220703125
516,1038,6.94775390625
517,697,8.78955078125
518,1241,-3.620849609375
519,80,-0.3829345703125
520,547,-3.084228515625
521,820,-4.12847900390625
522,920,-0.0826416015625
523,115,4.77587890625
524,747,-2.788818359375
525,744,-5.70538330078125
526,592,6.1650390625
527,382,0.705322265625
528,111,-1.8837890625
529,650,-0.250244140625
530,1234,1.42816162109375
531,799,-0.941650390625
532,1186,-3.334716796875
533,595,-1.62548828125
534,1100,-1.90234375
535,1109,6.018310546875
536,1059,5.22607421875
537,792,-2.093505859375
538,442,4.313720703125
539,521,-0.106201171875
540,631,0.88330078125
541,327,-2.17059326171875
542,674,-1.211181640625
543,989,5.18115234375
544,572,-1.36749267578125
545,1318,-8.67333984375
546,865,0.78253173828125
547,175,-1.3232421875
548,1125,-2.72998046875
549,1148,1.1318359375
550,1280,-1.0706787109375
551,863,2.68212890625
552,421,2.6123046875
553,607,-6.612548828125
554,99,0.681884765625
555,567,2.732421875
556,933,-0.705078125
557,750,4.7789306640625
558,610,3.368896484375
559,913,-0.693359375
560,976,3.01171875
561,685,-1.04058837890625
562,146,-1.288330078125
563,461,3.81201171875
564,1035,8.6845703125
565,562,4.44970703125
566,675,-0.22442626953125
567,834,-2.028076171875
568,325,-17.243408203125
569,1211,10.1591796875
570,372,-1.60418701171875
571,946,-3.191650390625
572,1083,2.4296875
573,961,5.771484375
574,998,-0.52734375
575,296,-5.20440673828125
576,47,2.87567138671875
577,362,-1.7310791015625
578,585,1.1982421875
579,1065,-5.617919921875
580,348,-2.490234375
581,540,-5.4638671875
582,335,-3.848876953125
583,1185,3.965087890625
584,1284,4.094970703125
585,1316,1.38525390625
586,498,-0.83349609375
587,638,-1.73114013671875
588,429,6.01165771484375
589,401,3.717041015625
590,1231,-2.56201171875
591,1219,-0.21856689453125
592,1299,1.51605224609375
593,196,1.135986328125
594,684,0.15673828125
595,1310,1.18988037109375
596,1006,0.58447265625
597,259,2.498291015625
598,745,1.8466796875
599,929,-3.450927734375
600,266,-3.886474609375
601,1078,-4.54296875
602,781,2.2587890625
603,530,1.09625244140625
604,932,1.095703125
605,381,-0.852783203125
606,1012,-1.75677490234375
607,934,3.89697265625
608,379,-2.0030517578125
609,818,-1.523681640625
610,1072,1.64837646484375
611,1320,-0.6708984375
612,1112,2.41168212890625
613,1263,-1.36865234375
614,1235,4.14990234375
615,789,0.022705078125
616,5,-3.04541015625
617,1295,7.65606689453125
618,565,0.35687255859375
619,845,6.4423828125
620,1167,1.0625
621,132,-4.84295654296875
622,1042,2.00830078125
623,378,-3.04638671875
624,831,2.478515625
625,539,-1.127197265625
626,238,-10.1885986328125
627,141,-9.648681640625
628,489,-0.217041015625
629,1273,-3.581787109375
630,364,-6.400390625
631,254,-1.90771484375
632,1091,-3.00372314453125
633,202,-0.5107421875
634,548,-1.81201171875
635,374,0.4521484375
636,672,1.365234375
637,999,0.084716796875
638,333,4.16552734375
639,103,3.2572021484375
640,879,-2.45166015625
641,20,-3.12353515625
