,idx,Predval
0,219,-10.655517578125
1,1352,-0.022705078125
2,639,3.636474609375
3,54,-0.60302734375
4,472,4.0869140625
5,689,2.2724609375
6,1158,2.63720703125
7,742,7.0394287109375
8,1171,-4.38629150390625
9,1276,-7.857177734375
10,1887,0.18505859375
11,213,2.62744140625
12,874,-2.709716796875
13,774,5.226806640625
14,1566,-1.408447265625
15,817,1.18505859375
16,886,-0.28125
17,1660,4.23828125
18,396,-2.6846923828125
19,1859,-3.2276611328125
20,463,-1.2066650390625
21,1503,-0.2818603515625
22,714,1.43701171875
23,866,-6.749755859375
24,1886,-1.135498046875
25,1225,7.748779296875
26,2129,-0.0322265625
27,585,0.0087890625
28,1125,1.297607421875
29,1802,-2.534423828125
30,375,-2.7119140625
31,198,3.603515625
32,729,3.142578125
33,457,0.610595703125
34,1203,-1.533203125
35,172,2.927001953125
36,900,0.88519287109375
37,300,-2.0079345703125
38,672,-4.8896484375
39,193,-1.88665771484375
40,1509,-0.635009765625
41,1649,0.3751220703125
42,1190,-2.988525390625
43,151,3.3702392578125
44,178,-0.38623046875
45,589,-7.4248046875
46,49,-4.0830078125
47,1544,-4.66015625
48,366,0.9393310546875
49,867,5.056640625
50,13,-4.697509765625
51,612,-1.58544921875
52,659,-0.687255859375
53,468,-9.15435791015625
54,796,-5.8001708984375
55,1642,-0.751220703125
56,1478,0.0731201171875
57,1803,-0.34521484375
58,946,0.333251953125
59,1898,-2.115478515625
60,1054,1.846435546875
61,845,-16.97509765625
62,1797,-0.193603515625
63,1650,-4.0013427734375
64,1658,-1.376708984375
65,1341,8.7403564453125
66,692,2.301025390625
67,671,-1.060302734375
68,715,0.1744384765625
69,1783,3.93255615234375
70,1745,0.7373046875
71,590,1.1181640625
72,261,-4.4571533203125
73,1379,-0.737548828125
74,1981,1.0654296875
75,847,-0.406005859375
76,1740,-3.707763671875
77,1592,-6.6131591796875
78,262,-8.524658203125
79,1024,1.3311767578125
80,41,-2.9146728515625
81,1625,1.50244140625
82,1444,-1.7022705078125
83,1323,-2.048583984375
84,704,1.324951171875
85,1271,-4.51171875
86,1534,0.4990234375
87,1711,3.994873046875
88,1708,-1.16162109375
89,298,-0.697021484375
90,899,-9.092529296875
91,1098,4.402099609375
92,720,0.452880859375
93,2139,-6.158203125
94,1256,3.921875
95,320,-0.7860107421875
96,122,-0.80029296875
97,880,-4.279296875
98,1218,-0.1365966796875
99,577,0.777099609375
100,595,-1.5302734375
101,814,-8.7742919921875
102,1363,2.765869140625
103,1671,-0.09033203125
104,1502,1.71533203125
105,1493,0.77923583984375
106,341,-2.668212890625
107,626,-0.005126953125
108,1531,-3.100341796875
109,509,-1.00439453125
110,1937,1.174072265625
111,579,-2.010009765625
112,2092,1.07373046875
113,1334,4.231201171875
114,544,3.98291015625
115,1364,5.505615234375
116,60,-6.452880859375
117,1251,-2.417236328125
118,1183,5.5806884765625
119,1438,7.1715087890625
120,705,-4.12664794921875
121,526,-0.2349853515625
122,1362,-0.001953125
123,1236,-0.64794921875
124,174,6.055419921875
125,1412,-2.1669921875
126,611,1.324951171875
127,1684,6.499755859375
128,1651,4.34326171875
129,1827,6.055419921875
130,1182,-0.654541015625
131,1331,-3.79461669921875
132,316,3.901123046875
