,Record,Field,Value,idx,Sigma,Rho,Predval,Split
3447,13_35,Pd,-33.41,3447,4.15936045976057,0.7097651036509356,-35.689374406362596,0
4976,78_84,Pt,-19.16294594481588,4976,26.587797013124337,0.6675432601414792,-26.42374696865332,0
4987,7_42,Pt,-48.18284987471998,4987,-6.997294228951478,0.6675432601414792,-48.84324826853765,0
3683,23_40,Pd,-43.74,3683,10.147174583756172,0.7097651036509356,-31.439432894002323,0
573,38_72,Ag,12.072058313060552,573,-6.3176334983102995,0.6773998066735506,10.162030367355555,0
1004,16_49,Au,7.704849661327898,1004,4.746709427203663,0.6411978034013284,5.187148444000899,0
1655,8_49,Au,7.453709652647376,1655,7.720644793847754,0.6411978034013284,7.094029268550614,0
792,7_47,Ag,11.852737253997477,792,-4.207876673568154,0.6773998066735506,11.59117923256409,0
333,23_76,Ag,20.97387642180547,333,-2.010354292491459,0.6773998066735506,13.079780468666243,0
4333,15_39,Pt,-43.37829361110926,4333,-4.3176288576352615,0.6675432601414792,-47.054455710480994,0
4119,74_76,Pd,-41.042351560201496,4119,4.42201959046219,0.7097651036509356,-35.5029481212353,0
3712,24_48,Pd,-38.02,3712,-0.826225296043863,0.7097651036509356,-39.22796919709176,0
3409,11_39,Pd,-43.5,3409,-7.344606590554108,0.7097651036509356,-43.85448877222614,0
2694,17_38,Ni,-73.59822573885322,2694,-5.0816444768263525,0.8299130226690228,-70.53576115150263,0
4855,45_82,Pt,-58.18089469196275,4855,-14.507794788893909,0.6675432601414792,-53.85683229761602,0
3109,3_32,Ni,-69.44309487612918,3109,-2.0344777115248562,0.8299130226690228,-68.00687777073468,0
3016,30_45,Ni,-66.18125678692013,3016,4.677541359125921,0.8299130226690228,-62.436485735598765,0
2117,28_49,Cu,-1.409439223818481,2117,-16.249865403623037,0.8645448268278226,-22.550249885071004,0
4323,14_76,Pt,-30.926531042438,4323,-0.585800243732828,0.6675432601414792,-44.563298671267304,0
4853,45_75,Pt,-36.22679492877796,4853,10.14388414454439,0.6675432601414792,-37.4007701744276,0
2149,2_39,Cu,-17.9587,2149,-11.68126320462172,0.8645448268278226,-18.6004884880902,0
1693,0_45,Cu,-0.5737894298508763,1693,11.398336219884653,0.8645448268278226,1.3528597996251754,0
3714,24_76,Pd,-18.58739589713514,3714,36.345243714884916,0.7097651036509356,-12.844957641692353,0
2672,16_37,Ni,-60.73565028561279,2672,8.460008427012003,0.8299130226690228,-59.297367058143394,0
2569,11_39,Ni,-78.46696543693542,2569,-7.344606590554108,0.8299130226690228,-72.41382287949192,0
3237,5_38,Ni,-58.32945661060512,3237,4.048991813937577,0.8299130226690228,-62.958127188543266,0
3960,3_43,Pd,-38.86,3960,-2.3410842408673527,0.7097651036509356,-40.30316321308095,0
3887,32_74,Pd,-38.26511269574985,3887,0.5442662538393327,0.7097651036509356,-38.25524212013618,0
156,16_41,Ag,22.313631186261773,156,10.312701805883824,0.6773998066735506,21.427416287332978,0
199,18_42,Ag,20.469221317674965,199,4.872697931104992,0.6773998066735506,17.742358714254433,0
1582,6_42,Au,-2.866,1582,-7.471702489340908,0.6411978034013284,-2.6472704379400946,0
3955,3_38,Pd,-45.56,3955,-7.2145403334786025,0.7097651036509356,-43.76217228179146,0
929,13_37,Au,0.72,929,-4.866329153361877,0.6411978034013284,-0.9767107778699491,0
1351,31_39,Au,-1.2758026323281229,1351,-11.097284343220934,0.6411978034013284,-4.971985558699684,0
3428,12_37,Pd,-36.19,3428,-5.45075391361492,0.7097651036509356,-42.5102982306788,0
2189,31_37,Cu,-4.385045083705336,2189,8.667488950724163,0.8645448268278226,-1.0080800797844125,0
3192,47_83,Ni,-64.920920857694,3192,1.5970005185724023,0.8299130226690228,-64.99306669603791,0
320,23_37,Ag,25.503819494042546,320,7.802615148217229,0.6773998066735506,19.727084070695767,0
2813,21_78,Ni,-48.3908984772861,2813,23.531320412778047,0.8299130226690228,-46.789488972448424,0
4399,18_42,Pt,-39.42340955790132,4399,4.872697931104992,0.6675432601414792,-40.919515004159756,0
4549,24_45,Pt,-39.81017099879682,4549,4.962356598912579,0.6675432601414792,-40.85966396475153,0
522,31_76,Ag,19.109630707651377,522,14.708563349706566,0.6773998066735506,24.4051720472822,0
763,75_77,Ag,13.370973352342844,763,0.0850689857694879,0.6773998066735506,14.499219792259467,0
2525,0_37,Ni,-60.32376022078097,2525,-6.058896998480348,0.8299130226690228,-71.34679574565942,0
4386,17_76,Pt,-37.493247682694346,4386,-2.21801716811191,0.6675432601414792,-45.652874078225416,0
3203,49_73,Ni,-50.53083809139207,3203,8.336961881650053,0.8299130226690228,-59.39948498853371,0
3597,1_38,Pd,-30.96138371806592,3597,14.673399399533412,0.7097651036509356,-28.226876468484754,0
4824,41_83,Pt,-47.1100475047715,4824,-9.418030135107477,0.6675432601414792,-50.459194207274564,0
3993,42_84,Pd,-41.06771683320403,3993,-0.7653003027332459,0.7097651036509356,-39.184726762899714,0
3439,12_48,Pd,-40.35,3439,-7.741938869229753,0.7097651036509356,-44.13650135818422,0
3356,9_49,Ni,-65.3916962123476,3356,-3.3452071744030185,0.8299130226690228,-69.09466922117323,0
289,21_48,Ag,13.4,289,-4.658393348575336,0.6773998066735506,11.285999324011014,0
3251,5_78,Ni,-29.027182824444026,3251,33.06377876478141,0.8299130226690228,-38.87837764807074,0
3827,2_37,Pd,-46.19,3827,-14.090871590580187,0.7097651036509356,-48.642752249226334,0
2609,13_37,Ni,-67.35243856161833,2609,-4.866329153361877,0.8299130226690228,-70.35706816057927,0
3779,27_78,Pd,-19.565143861807883,3779,22.60639929094088,0.7097651036509356,-22.596309978297068,0
1190,24_46,Au,1.69,1190,1.8539319312703537,0.6411978034013284,3.3323058678796658,0
2092,27_45,Cu,-11.477068552747369,2092,-2.2275550366308168,0.8645448268278226,-10.427333997113733,0
3207,49_82,Ni,-85.83051543310285,3207,-21.594527574228962,0.8299130226690228,-84.24001787584825,0
2695,17_39,Ni,-80.52690776344389,2695,-4.7672961190043885,0.8299130226690228,-70.27487935569157,0
2203,31_77,Cu,4.624173503369093,2203,12.821697973930789,0.8645448268278226,2.583419840790338,0
2421,6_41,Cu,-15.376758649479598,2421,4.408412024906675,0.8645448268278226,-4.690243003061667,0
4606,27_39,Pt,-50.7338243117556,4606,-8.914409212064717,0.6675432601414792,-50.12300545443114,0
3715,24_77,Pd,-39.49477511225268,3715,12.187357884065413,0.7097651036509356,-29.991381982391424,0
228,19_76,Ag,13.624326356686652,228,30.0439746362488,0.6773998066735506,34.7933766880453,0
52,11_42,Ag,11.74,52,-10.719482094273781,0.6773998066735506,7.180218979443654,0
1365,32_72,Au,-1.8985386211425064,1365,-4.142346253856354,0.6411978034013284,-0.5124945330068829,0
73,12_42,Ag,11.87,73,-3.077827386337485,0.6773998066735506,12.356674401265728,0
3322,8_36,Ni,-65.2649,3322,14.310565475486968,0.8299130226690228,-54.44191357374598,0
4539,24_35,Pt,-38.93358155572787,4539,1.6376197596568989,0.6675432601414792,-43.07906963354075,0
4541,24_37,Pt,-45.49631487485021,4541,-5.075114619174375,0.6675432601414792,-47.560110225249566,0
1775,13_43,Cu,-5.55,1775,-5.455489825325214,0.8645448268278226,-13.218028320017035,0
2169,30_38,Cu,-5.227188512682915,2169,4.971580186663835,0.8645448268278226,-4.203358882180381,0
1033,18_36,Au,12.23124183434993,1033,10.113733703686936,0.6411978034013284,8.628472620883578,0
2986,2_36,Ni,-74.46687388140708,2986,-5.990381362001929,0.8299130226690228,-71.28993372668953,0
84,13_32,Ag,12.55,84,-4.7567913691342,0.6773998066735506,11.21934452390738,0
682,49_72,Ag,9.109352658037096,682,-5.32527301536027,0.6773998066735506,10.834255166656378,0
2472,7_47,Cu,-8.630745630711317,2472,-4.207876673568154,0.8645448268278226,-12.139410823783114,0
1556,5_37,Au,3.569683370180428,1556,-15.31429100390609,0.6411978034013284,-7.675920966459777,0
948,14_35,Au,5.45,948,2.7599340240974315,0.6411978034013284,3.913232419677395,0
1578,6_38,Au,0.14,1578,-2.644144231495111,0.6411978034013284,0.44814931278257397,0
2536,0_48,Ni,-53.73983371118084,2536,7.999353507122562,0.8299130226690228,-59.6796705751162,0
3293,78_81,Ni,-32.27778272610158,3293,30.85165473037423,0.8299130226690228,-40.714248191984396,0
2676,16_41,Ni,-58.49412852106616,2676,10.312701805883824,0.8299130226690228,-57.75979269600499,0
431,28_43,Ag,18.51,431,15.715649037481171,0.6773998066735506,25.087371697484418,0
13,0_45,Ag,15.139140416868033,13,11.398336219884653,0.6773998066735506,22.162824829495293,0
3854,30_43,Pd,-29.43,3854,12.143995445611905,0.7097651036509356,-30.022159128014934,0
1488,44_83,Au,0.8149704583920538,1488,1.3219998253199237,0.6411978034013284,2.9912321699856075,0
3028,31_36,Ni,-62.41559025086463,3028,2.739012006917933,0.8299130226690228,-64.04529648982232,0
3561,18_44,Pd,-31.74,3561,9.24289938177149,0.7097651036509356,-32.08125587646795,0
3087,37_74,Ni,-73.73773908941075,3087,1.2375288679250744,0.8299130226690228,-65.29139690019046,0
5014,8_48,Pt,-45.366622493602335,5014,-0.8801441530210008,0.6675432601414792,-44.75978596407632,0
1399,36_74,Au,0.6647208998911083,1399,-2.3611145990019944,0.6411978034013284,0.6296272914346455,0
1615,78_83,Au,16.692872376646847,1615,18.423518868799942,0.6411978034013284,13.956688615490982,0
4725,32_72,Pt,-48.98759006150067,4725,-4.142346253856354,0.6675432601414792,-46.937446989708334,0
1160,23_37,Au,8.278505274560302,1160,7.802615148217229,0.6411978034013284,7.14658847971635,0
4950,6_76,Pt,-49.007788902614266,4950,-5.257565028989676,0.6675432601414792,-47.68190376663182,0
3512,16_37,Pd,-30.33,3512,8.460008427012003,0.7097651036509356,-32.6369245561202,0
4958,73_78,Pt,-20.56988852703944,4958,24.118013876527556,0.6675432601414792,-28.07243405549958,0
1531,4_33,Au,14.051837702281771,1531,9.430789330605837,0.6411978034013284,8.190570189018679,0
3527,16_78,Pd,-12.789914795663208,3527,43.898047743555466,0.7097651036509356,-7.484240907427797,0
2273,3_36,Cu,-13.370343620423228,2273,-13.58023288240417,0.8645448268278226,-20.242232899319916,0
753,72_76,Ag,22.93489341530949,753,16.366104455062544,0.6773998066735506,25.527990071603803,0
1402,36_82,Au,2.099347164388746,1402,-3.591392500410411,0.6411978034013284,-0.159224196521627,0
1981,22_39,Cu,-3.2681632922030985,1981,0.19499631090539923,0.8645448268278226,-8.332929761876528,0
841,0_33,Au,10.173764566890895,841,13.063013056548789,0.6411978034013284,10.51954406355549,0
3728,25_43,Pd,-37.21,3728,2.0138795992950693,0.7097651036509356,-37.21216185167199,0
3499,15_45,Pd,-33.94,3499,8.483967732582474,0.7097651036509356,-32.61991907711857,0
2350,47_81,Cu,-4.560968417208642,2350,-1.9349011211977416,0.8645448268278226,-10.174321568475161,0
630,42_81,Ag,16.9922034740448,630,4.597721820088467,0.6773998066735506,17.556089949811994,0
2101,28_33,Cu,-2.962115104775876,2101,7.364588816865808,0.8645448268278226,-2.134495650384931,0
4444,1_45,Pt,-40.83653312874958,4444,14.271188811480338,0.6675432601414792,-34.645615761464036,0
709,4_77,Ag,19.798956744838502,709,12.585310818736803,0.6773998066735506,22.966881193284156,0
1450,40_72,Au,-4.398268540855497,1450,-7.740860639699174,0.6411978034013284,-2.819854052717379,0
401,27_34,Ag,9.51,401,-3.9042056556106743,0.6773998066735506,11.796885921420847,0
3388,10_39,Pd,-40.56,3388,-8.622174678092561,0.7097651036509356,-44.761262018299,0
3456,13_44,Pd,-38.76,3456,-4.755846034352493,0.7097651036509356,-42.017076867726246,0
2844,23_41,Ni,-54.9036,2844,7.793468135395203,0.8299130226690228,-59.850537526289784,0
1926,1_47,Cu,-3.2351624299772084,1926,6.810183142407543,0.8645448268278226,-2.613804208201814,0
515,31_43,Ag,13.53,515,-0.8183022231360361,0.6773998066735506,13.887276309992412,0
722,5_43,Ag,20.49,722,11.103511047743579,0.6773998066735506,21.96311031488443,0
1300,29_77,Au,-11.048390465322882,1300,8.72035735562657,0.6411978034013284,7.735042767195906,0
1933,20_33,Cu,-15.026391263585538,1933,-2.1178911174364594,0.8645448268278226,-10.332524623084588,0
2002,23_39,Cu,-0.1469096718356013,2002,7.9737664713704595,0.8645448268278226,-1.6078342605638278,0
4738,33_82,Pt,-57.425314656924456,4738,-7.546035809215465,0.6675432601414792,-49.20955701200226,0
1138,22_36,Au,6.563757936935872,1138,6.1928673811194574,0.6411978034013284,6.114421747423066,0
546,34_82,Ag,0.5716611635871232,546,-20.485633415446884,0.6773998066735506,0.5646299625363529,0
4517,23_34,Pt,-40.913890790659934,4517,3.5772872968558174,0.6675432601414792,-41.78425764216839,0
3184,46_83,Ni,-67.18525527976453,3184,0.04687649553868697,0.8299130226690228,-66.27953480950569,0
3134,40_81,Ni,-61.855208846740425,3134,1.3944865040329457,0.8299130226690228,-65.16113571397719,0
3733,25_48,Pd,-41.83,3733,-5.210466654578294,0.7097651036509356,-42.33975071936267,0
3762,27_35,Pd,-34.05,3762,2.8119802269215035,0.7097651036509356,-36.64569787698084,0
3197,48_75,Ni,-75.2149983132258,3197,-12.635072530888703,0.8299130226690228,-76.80444945936252,0
3687,23_44,Pd,-33.79,3687,7.527641138091773,0.7097651036509356,-33.29868632158141,0
739,6_39,Ag,12.28588446136564,739,-6.236509477082603,0.6773998066735506,10.216983763651779,0
1988,22_46,Cu,5.386887797154486,1988,17.304474465994705,0.8645448268278226,6.458981066829571,0
2192,31_40,Cu,-24.1466,2192,-11.34368610741856,0.8645448268278226,-18.308637955047658,0
4941,6_41,Pt,-41.62497025774792,4941,4.408412024906675,0.6675432601414792,-41.22944593162112,0
1053,19_35,Au,1.95,1053,-5.7220696338071795,0.6411978034013284,-1.5254096942130744,0
3267,6_47,Ni,-70.51013453816995,3267,-14.185279685249427,0.8299130226690228,-78.09098656460117,0
1737,11_47,Cu,-6.498599191196263,1737,3.3225520468213663,0.8645448268278226,-5.629017629774694,0
3891,32_83,Pd,-29.4425568562001,3891,10.921979839404816,0.7097651036509356,-30.889503161417572,0
3591,1_32,Pd,-27.25,3591,15.551987664349005,0.7097651036509356,-27.603285177641418,0
120,14_47,Ag,11.68,120,-3.0186416058894796,0.6773998066735506,12.39676683749903,0
3590,19_78,Pd,-16.713645768817514,3590,24.661662062591088,0.7097651036509356,-21.137556184146852,0
3757,26_77,Pd,-56.19023441383615,3757,-4.73258270858787,0.7097651036509356,-42.00056537090366,0
4630,28_42,Pt,-44.0745479054749,4630,14.549948522895908,0.6675432601414792,-34.45953159490959,0
3110,3_33,Ni,-68.89597377367318,3110,-6.588380195034295,0.8299130226690228,-71.78622074576397,0
367,25_42,Ag,12.76,367,-2.757856901129118,0.6773998066735506,12.573422346087119,0
1078,1_39,Au,1.3496223404072225,1078,-0.009092892666812347,0.6411978034013284,2.1377384430890083,0
453,29_44,Ag,13.71,453,0.2783022371080989,0.6773998066735506,14.630115959359143,0
1550,4_78,Au,35.10179559048265,1550,42.93007110912513,0.6411978034013284,29.670236080927396,0
3368,0_40,Pd,-27.46,3368,3.0366327541911193,0.7097651036509356,-36.48624735267787,0
4837,43_75,Pt,-36.96624814718962,4837,7.34394616685205,0.6675432601414792,-39.269849900250286,0
4878,48_81,Pt,-39.23580327583477,4878,10.160492443047696,0.6675432601414792,-37.3896834166993,0
4234,10_45,Pt,-40.53735983138904,4234,-2.92114137317349,0.6675432601414792,-46.12223990235661,0
4345,15_77,Pt,-33.04638642631471,4345,-1.6343126736575897,0.6675432601414792,-45.26322607703815,0
3864,31_32,Pd,-36.02,3864,-0.4131837213566964,0.7097651036509356,-38.93480670102178,0
1182,24_38,Au,1.758084247354418,1182,-1.0522224502079751,0.6411978034013284,1.4688860621306152,0
1201,25_36,Au,-6.27,1201,-9.196884599518938,0.6411978034013284,-3.7534534174535166,0
3493,15_39,Pd,-47.56,3493,-4.3176288576352615,0.7097651036509356,-41.70604560787192,0
4813,40_75,Pt,-57.27672344865277,4813,-12.535469444354302,0.6675432601414792,-52.54021980706239,0
1511,47_82,Au,0.2151776221580803,1511,-7.216289550268019,0.6411978034013284,-2.483500222446281,0
2829,22_47,Ni,-68.0223,2829,7.8053802426211645,0.8299130226690228,-59.840651513375526,0
50,11_40,Ag,8.715577811934054,50,-16.640381527716936,0.6773998066735506,3.169402847895725,0
1072,1_33,Au,6.153561553917825,1072,1.295514822617176,0.6411978034013284,2.9742500444295272,0
1833,16_38,Cu,-5.682798549067229,1833,6.025757640315843,0.8645448268278226,-3.2919752180670105,0
3521,16_46,Pd,-33.51,3521,10.314659084840308,0.7097651036509356,-31.320558239730413,0
1239,27_32,Au,-0.36,1239,1.2864304793792174,0.6411978034013284,2.9684251835000044,0
1470,42_81,Au,1.2338484255596995,1470,4.597721820088467,0.6411978034013284,5.091617917584616,0
4230,10_41,Pt,-41.66143198963255,4230,-6.113386282252587,0.6675432601414792,-48.25320147613331,0
3080,36_75,Ni,-75.6566076935269,3080,-12.051666515678749,0.8299130226690228,-76.32027320983633,0
3812,29_43,Pd,-39.8,3812,2.480827463251812,0.7097651036509356,-36.88073855261115,0
1712,10_43,Cu,-7.46,1712,-3.5774532154381866,0.8645448268278226,-11.594381484345945,0
716,5_37,Ag,17.8063719808124,716,-15.31429100390609,0.6773998066735506,4.067696312356819,0
4601,27_34,Pt,-47.95075061870739,4601,-3.9042056556106743,0.6675432601414792,-46.778477838383374,0
533,33_72,Ag,11.37246944848448,533,-6.214595222077676,0.6773998066735506,10.23182847575551,0
1614,78_82,Au,9.053288880269974,1614,2.3720511389669707,0.6411978034013284,3.664522765754773,0
2823,22_41,Ni,-79.487,2823,9.510971294924978,0.8299130226690228,-58.42515928772083,0
2617,13_45,Ni,-69.02959453035146,2617,-3.735657315599468,0.8299130226690228,-69.41870887805513,0
4368,17_32,Pt,-46.72327993018553,4368,-1.852980824046154,0.6675432601414792,-45.409196527037636,0
3470,14_37,Pd,-40.68,3470,-2.2152447808301456,0.7097651036509356,-40.213846755684266,0
1644,8_38,Au,6.314278714358807,1644,9.037255444545224,0.6411978034013284,7.938237125712625,0
