,Trainsize,MAE,Std
0,250,8.404499174608278,6.2290881763529224
1,500,3.6612010722122115,0.152224946505072
2,1000,3.240067630362207,0.18607296119085387
3,1061,3.2163093313996582,0.17729864299042078
